result_type,identifier,value
nonpositive_forward_transfer,A3-g1-long_horizon_recurrence-adversarial,0.0
nonpositive_forward_transfer,A3-g1-long_horizon_recurrence-structural,0.0
nonpositive_forward_transfer,A3-g1-long_horizon_recurrence-surface,0.0
nonpositive_forward_transfer,A3-g1-policy_semantic_transfer-adversarial,0.0
nonpositive_forward_transfer,A3-g1-policy_semantic_transfer-structural,0.0
nonpositive_forward_transfer,A3-g1-policy_semantic_transfer-surface,0.0
nonpositive_forward_transfer,A3-g2-corruption_composition_leave_out-adversarial,0.0
nonpositive_forward_transfer,A3-g2-long_horizon_recurrence-adversarial,0.0
nonpositive_forward_transfer,A3-g2-policy_semantic_transfer-adversarial,0.0
nonpositive_forward_transfer,A3-g3-corruption_composition_leave_out-adversarial,0.0
nonpositive_forward_transfer,A3-g3-corruption_family_leave_out-adversarial,0.0
nonpositive_forward_transfer,A3-g3-domain_leave_out-adversarial,0.0
nonpositive_forward_transfer,A3-g3-generator_leave_out-adversarial,0.0
nonpositive_forward_transfer,A3-g3-policy_semantic_transfer-adversarial,0.0
nonpositive_forward_transfer,A30-g1-corruption_composition_leave_out-adversarial,0.0
nonpositive_forward_transfer,A30-g1-corruption_composition_leave_out-structural,0.0
nonpositive_forward_transfer,A30-g1-corruption_composition_leave_out-surface,0.0
nonpositive_forward_transfer,A30-g1-corruption_family_leave_out-adversarial,0.0
nonpositive_forward_transfer,A30-g1-corruption_family_leave_out-structural,0.0
nonpositive_forward_transfer,A30-g1-corruption_family_leave_out-surface,0.0
nonpositive_forward_transfer,A30-g1-domain_leave_out-adversarial,0.0
nonpositive_forward_transfer,A30-g1-domain_leave_out-structural,0.0
nonpositive_forward_transfer,A30-g1-domain_leave_out-surface,0.0
nonpositive_forward_transfer,A30-g1-generator_leave_out-adversarial,0.0
nonpositive_forward_transfer,A30-g1-generator_leave_out-structural,0.0
nonpositive_forward_transfer,A30-g1-generator_leave_out-surface,0.0
nonpositive_forward_transfer,A30-g1-long_horizon_recurrence-adversarial,0.0
nonpositive_forward_transfer,A30-g1-long_horizon_recurrence-structural,0.0
nonpositive_forward_transfer,A30-g1-long_horizon_recurrence-surface,0.0
nonpositive_forward_transfer,A30-g1-policy_semantic_transfer-adversarial,0.0
nonpositive_forward_transfer,A30-g1-policy_semantic_transfer-structural,0.0
nonpositive_forward_transfer,A30-g1-policy_semantic_transfer-surface,0.0
nonpositive_forward_transfer,A30-g2-corruption_composition_leave_out-adversarial,0.0
nonpositive_forward_transfer,A30-g2-corruption_family_leave_out-surface,-0.03251193210902825
nonpositive_forward_transfer,A30-g2-domain_leave_out-structural,-0.007062114356231941
nonpositive_forward_transfer,A30-g2-long_horizon_recurrence-adversarial,0.0
nonpositive_forward_transfer,A30-g2-policy_semantic_transfer-adversarial,0.0
nonpositive_forward_transfer,A30-g2-policy_semantic_transfer-surface,-0.01176271641422677
nonpositive_forward_transfer,A30-g3-corruption_composition_leave_out-adversarial,0.0
nonpositive_forward_transfer,A30-g3-corruption_composition_leave_out-surface,-0.04657941595441595
nonpositive_forward_transfer,A30-g3-corruption_family_leave_out-adversarial,0.0
nonpositive_forward_transfer,A30-g3-domain_leave_out-adversarial,0.0
nonpositive_forward_transfer,A30-g3-generator_leave_out-adversarial,0.0
nonpositive_forward_transfer,A30-g3-policy_semantic_transfer-adversarial,0.0
nonpositive_forward_transfer,A31-g1-corruption_composition_leave_out-adversarial,0.0
nonpositive_forward_transfer,A31-g1-corruption_composition_leave_out-structural,0.0
nonpositive_forward_transfer,A31-g1-corruption_composition_leave_out-surface,0.0
nonpositive_forward_transfer,A31-g1-corruption_family_leave_out-adversarial,0.0
nonpositive_forward_transfer,A31-g1-corruption_family_leave_out-structural,0.0
nonpositive_forward_transfer,A31-g1-corruption_family_leave_out-surface,0.0
nonpositive_forward_transfer,A31-g1-domain_leave_out-adversarial,0.0
nonpositive_forward_transfer,A31-g1-domain_leave_out-structural,0.0
nonpositive_forward_transfer,A31-g1-domain_leave_out-surface,0.0
nonpositive_forward_transfer,A31-g1-generator_leave_out-adversarial,0.0
nonpositive_forward_transfer,A31-g1-generator_leave_out-structural,0.0
nonpositive_forward_transfer,A31-g1-generator_leave_out-surface,0.0
nonpositive_forward_transfer,A31-g1-long_horizon_recurrence-adversarial,0.0
nonpositive_forward_transfer,A31-g1-long_horizon_recurrence-structural,0.0
nonpositive_forward_transfer,A31-g1-long_horizon_recurrence-surface,0.0
nonpositive_forward_transfer,A31-g1-policy_semantic_transfer-adversarial,0.0
nonpositive_forward_transfer,A31-g1-policy_semantic_transfer-structural,0.0
nonpositive_forward_transfer,A31-g1-policy_semantic_transfer-surface,0.0
nonpositive_forward_transfer,A31-g2-corruption_composition_leave_out-adversarial,0.0
nonpositive_forward_transfer,A31-g2-corruption_family_leave_out-surface,-0.03251193210902825
nonpositive_forward_transfer,A31-g2-domain_leave_out-structural,-0.007062114356231941
nonpositive_forward_transfer,A31-g2-long_horizon_recurrence-adversarial,0.0
nonpositive_forward_transfer,A31-g2-policy_semantic_transfer-adversarial,0.0
nonpositive_forward_transfer,A31-g2-policy_semantic_transfer-surface,-0.01176271641422677
nonpositive_forward_transfer,A31-g3-corruption_composition_leave_out-adversarial,0.0
nonpositive_forward_transfer,A31-g3-corruption_composition_leave_out-surface,-0.04657941595441595
nonpositive_forward_transfer,A31-g3-corruption_family_leave_out-adversarial,0.0
nonpositive_forward_transfer,A31-g3-domain_leave_out-adversarial,0.0
nonpositive_forward_transfer,A31-g3-generator_leave_out-adversarial,0.0
nonpositive_forward_transfer,A31-g3-policy_semantic_transfer-adversarial,0.0
nonpositive_forward_transfer,A32-g1-corruption_composition_leave_out-adversarial,0.0
nonpositive_forward_transfer,A32-g1-corruption_composition_leave_out-structural,0.0
nonpositive_forward_transfer,A32-g1-corruption_composition_leave_out-surface,0.0
nonpositive_forward_transfer,A32-g1-corruption_family_leave_out-adversarial,0.0
nonpositive_forward_transfer,A32-g1-corruption_family_leave_out-structural,0.0
nonpositive_forward_transfer,A32-g1-corruption_family_leave_out-surface,0.0
nonpositive_forward_transfer,A32-g1-domain_leave_out-adversarial,0.0
nonpositive_forward_transfer,A32-g1-domain_leave_out-structural,0.0
nonpositive_forward_transfer,A32-g1-domain_leave_out-surface,0.0
nonpositive_forward_transfer,A32-g1-generator_leave_out-adversarial,0.0
nonpositive_forward_transfer,A32-g1-generator_leave_out-structural,0.0
nonpositive_forward_transfer,A32-g1-generator_leave_out-surface,0.0
nonpositive_forward_transfer,A32-g1-long_horizon_recurrence-adversarial,0.0
nonpositive_forward_transfer,A32-g1-long_horizon_recurrence-structural,0.0
nonpositive_forward_transfer,A32-g1-long_horizon_recurrence-surface,0.0
nonpositive_forward_transfer,A32-g1-policy_semantic_transfer-adversarial,0.0
nonpositive_forward_transfer,A32-g1-policy_semantic_transfer-structural,0.0
nonpositive_forward_transfer,A32-g1-policy_semantic_transfer-surface,0.0
nonpositive_forward_transfer,A32-g2-corruption_composition_leave_out-adversarial,0.0
nonpositive_forward_transfer,A32-g2-corruption_family_leave_out-surface,-0.00859425615841758
nonpositive_forward_transfer,A32-g2-long_horizon_recurrence-adversarial,0.0
nonpositive_forward_transfer,A32-g2-policy_semantic_transfer-adversarial,0.0
nonpositive_forward_transfer,A32-g3-corruption_composition_leave_out-adversarial,0.0
nonpositive_forward_transfer,A32-g3-corruption_family_leave_out-adversarial,0.0
nonpositive_forward_transfer,A32-g3-domain_leave_out-adversarial,0.0
nonpositive_forward_transfer,A32-g3-generator_leave_out-adversarial,0.0
nonpositive_forward_transfer,A32-g3-long_horizon_recurrence-adversarial,0.0
nonpositive_forward_transfer,A32-g3-policy_semantic_transfer-adversarial,0.0
nonpositive_forward_transfer,A33-g1-corruption_composition_leave_out-adversarial,0.0
nonpositive_forward_transfer,A33-g1-corruption_composition_leave_out-structural,0.0
nonpositive_forward_transfer,A33-g1-corruption_composition_leave_out-surface,0.0
nonpositive_forward_transfer,A33-g1-corruption_family_leave_out-adversarial,0.0
nonpositive_forward_transfer,A33-g1-corruption_family_leave_out-structural,0.0
nonpositive_forward_transfer,A33-g1-corruption_family_leave_out-surface,0.0
nonpositive_forward_transfer,A33-g1-domain_leave_out-adversarial,0.0
nonpositive_forward_transfer,A33-g1-domain_leave_out-structural,0.0
nonpositive_forward_transfer,A33-g1-domain_leave_out-surface,0.0
nonpositive_forward_transfer,A33-g1-generator_leave_out-adversarial,0.0
nonpositive_forward_transfer,A33-g1-generator_leave_out-structural,0.0
nonpositive_forward_transfer,A33-g1-generator_leave_out-surface,0.0
nonpositive_forward_transfer,A33-g1-long_horizon_recurrence-adversarial,0.0
nonpositive_forward_transfer,A33-g1-long_horizon_recurrence-structural,0.0
nonpositive_forward_transfer,A33-g1-long_horizon_recurrence-surface,0.0
nonpositive_forward_transfer,A33-g1-policy_semantic_transfer-adversarial,0.0
nonpositive_forward_transfer,A33-g1-policy_semantic_transfer-structural,0.0
nonpositive_forward_transfer,A33-g1-policy_semantic_transfer-surface,0.0
nonpositive_forward_transfer,A33-g2-corruption_composition_leave_out-adversarial,0.0
nonpositive_forward_transfer,A33-g2-corruption_composition_leave_out-structural,0.0
nonpositive_forward_transfer,A33-g2-corruption_composition_leave_out-surface,0.0
nonpositive_forward_transfer,A33-g2-corruption_family_leave_out-adversarial,0.0
nonpositive_forward_transfer,A33-g2-corruption_family_leave_out-structural,0.0
nonpositive_forward_transfer,A33-g2-corruption_family_leave_out-surface,0.0
nonpositive_forward_transfer,A33-g2-domain_leave_out-adversarial,0.0
nonpositive_forward_transfer,A33-g2-domain_leave_out-structural,0.0
nonpositive_forward_transfer,A33-g2-domain_leave_out-surface,0.0
nonpositive_forward_transfer,A33-g2-generator_leave_out-adversarial,0.0
nonpositive_forward_transfer,A33-g2-generator_leave_out-structural,0.0
nonpositive_forward_transfer,A33-g2-generator_leave_out-surface,0.0
nonpositive_forward_transfer,A33-g2-long_horizon_recurrence-adversarial,0.0
nonpositive_forward_transfer,A33-g2-long_horizon_recurrence-structural,0.0
nonpositive_forward_transfer,A33-g2-long_horizon_recurrence-surface,0.0
nonpositive_forward_transfer,A33-g2-policy_semantic_transfer-adversarial,0.0
nonpositive_forward_transfer,A33-g2-policy_semantic_transfer-structural,0.0
nonpositive_forward_transfer,A33-g2-policy_semantic_transfer-surface,0.0
nonpositive_forward_transfer,A33-g3-corruption_composition_leave_out-adversarial,0.0
nonpositive_forward_transfer,A33-g3-corruption_composition_leave_out-structural,0.0
nonpositive_forward_transfer,A33-g3-corruption_composition_leave_out-surface,0.0
nonpositive_forward_transfer,A33-g3-corruption_family_leave_out-adversarial,0.0
nonpositive_forward_transfer,A33-g3-corruption_family_leave_out-structural,0.0
nonpositive_forward_transfer,A33-g3-corruption_family_leave_out-surface,0.0
nonpositive_forward_transfer,A33-g3-domain_leave_out-adversarial,0.0
nonpositive_forward_transfer,A33-g3-domain_leave_out-structural,0.0
nonpositive_forward_transfer,A33-g3-domain_leave_out-surface,0.0
nonpositive_forward_transfer,A33-g3-generator_leave_out-adversarial,0.0
nonpositive_forward_transfer,A33-g3-generator_leave_out-structural,0.0
nonpositive_forward_transfer,A33-g3-generator_leave_out-surface,0.0
nonpositive_forward_transfer,A33-g3-long_horizon_recurrence-adversarial,0.0
nonpositive_forward_transfer,A33-g3-long_horizon_recurrence-structural,0.0
nonpositive_forward_transfer,A33-g3-long_horizon_recurrence-surface,0.0
nonpositive_forward_transfer,A33-g3-policy_semantic_transfer-adversarial,0.0
nonpositive_forward_transfer,A33-g3-policy_semantic_transfer-structural,0.0
nonpositive_forward_transfer,A33-g3-policy_semantic_transfer-surface,0.0
nonpositive_forward_transfer,A34-g1-corruption_composition_leave_out-adversarial,0.0
nonpositive_forward_transfer,A34-g1-corruption_composition_leave_out-structural,0.0
nonpositive_forward_transfer,A34-g1-corruption_composition_leave_out-surface,0.0
nonpositive_forward_transfer,A34-g1-corruption_family_leave_out-adversarial,0.0
nonpositive_forward_transfer,A34-g1-corruption_family_leave_out-structural,0.0
nonpositive_forward_transfer,A34-g1-corruption_family_leave_out-surface,0.0
nonpositive_forward_transfer,A34-g1-domain_leave_out-adversarial,0.0
nonpositive_forward_transfer,A34-g1-domain_leave_out-structural,0.0
nonpositive_forward_transfer,A34-g1-domain_leave_out-surface,0.0
nonpositive_forward_transfer,A34-g1-generator_leave_out-adversarial,0.0
nonpositive_forward_transfer,A34-g1-generator_leave_out-structural,0.0
nonpositive_forward_transfer,A34-g1-generator_leave_out-surface,0.0
nonpositive_forward_transfer,A34-g1-long_horizon_recurrence-adversarial,0.0
nonpositive_forward_transfer,A34-g1-long_horizon_recurrence-structural,0.0
nonpositive_forward_transfer,A34-g1-long_horizon_recurrence-surface,0.0
nonpositive_forward_transfer,A34-g1-policy_semantic_transfer-adversarial,0.0
nonpositive_forward_transfer,A34-g1-policy_semantic_transfer-structural,0.0
nonpositive_forward_transfer,A34-g1-policy_semantic_transfer-surface,0.0
nonpositive_forward_transfer,A34-g2-corruption_composition_leave_out-adversarial,0.0
nonpositive_forward_transfer,A34-g2-corruption_composition_leave_out-structural,0.0
nonpositive_forward_transfer,A34-g2-corruption_composition_leave_out-surface,0.0
nonpositive_forward_transfer,A34-g2-corruption_family_leave_out-adversarial,0.0
nonpositive_forward_transfer,A34-g2-corruption_family_leave_out-structural,0.0
nonpositive_forward_transfer,A34-g2-corruption_family_leave_out-surface,0.0
nonpositive_forward_transfer,A34-g2-domain_leave_out-adversarial,0.0
nonpositive_forward_transfer,A34-g2-domain_leave_out-structural,0.0
nonpositive_forward_transfer,A34-g2-domain_leave_out-surface,0.0
nonpositive_forward_transfer,A34-g2-generator_leave_out-adversarial,0.0
nonpositive_forward_transfer,A34-g2-generator_leave_out-structural,0.0
nonpositive_forward_transfer,A34-g2-generator_leave_out-surface,0.0
nonpositive_forward_transfer,A34-g2-long_horizon_recurrence-adversarial,0.0
nonpositive_forward_transfer,A34-g2-long_horizon_recurrence-structural,0.0
nonpositive_forward_transfer,A34-g2-long_horizon_recurrence-surface,0.0
nonpositive_forward_transfer,A34-g2-policy_semantic_transfer-adversarial,0.0
nonpositive_forward_transfer,A34-g2-policy_semantic_transfer-structural,0.0
nonpositive_forward_transfer,A34-g2-policy_semantic_transfer-surface,0.0
nonpositive_forward_transfer,A34-g3-corruption_composition_leave_out-adversarial,0.0
nonpositive_forward_transfer,A34-g3-corruption_composition_leave_out-structural,0.0
nonpositive_forward_transfer,A34-g3-corruption_composition_leave_out-surface,0.0
nonpositive_forward_transfer,A34-g3-corruption_family_leave_out-adversarial,0.0
nonpositive_forward_transfer,A34-g3-corruption_family_leave_out-structural,0.0
nonpositive_forward_transfer,A34-g3-corruption_family_leave_out-surface,0.0
nonpositive_forward_transfer,A34-g3-domain_leave_out-adversarial,0.0
nonpositive_forward_transfer,A34-g3-domain_leave_out-structural,0.0
nonpositive_forward_transfer,A34-g3-domain_leave_out-surface,0.0
nonpositive_forward_transfer,A34-g3-generator_leave_out-adversarial,0.0
nonpositive_forward_transfer,A34-g3-generator_leave_out-structural,0.0
nonpositive_forward_transfer,A34-g3-generator_leave_out-surface,0.0
nonpositive_forward_transfer,A34-g3-long_horizon_recurrence-adversarial,0.0
nonpositive_forward_transfer,A34-g3-long_horizon_recurrence-structural,0.0
nonpositive_forward_transfer,A34-g3-long_horizon_recurrence-surface,0.0
nonpositive_forward_transfer,A34-g3-policy_semantic_transfer-adversarial,0.0
nonpositive_forward_transfer,A34-g3-policy_semantic_transfer-structural,0.0
nonpositive_forward_transfer,A34-g3-policy_semantic_transfer-surface,0.0
nonpositive_forward_transfer,A35-g1-corruption_composition_leave_out-adversarial,0.0
nonpositive_forward_transfer,A35-g1-corruption_composition_leave_out-structural,0.0
nonpositive_forward_transfer,A35-g1-corruption_composition_leave_out-surface,0.0
nonpositive_forward_transfer,A35-g1-corruption_family_leave_out-adversarial,0.0
nonpositive_forward_transfer,A35-g1-corruption_family_leave_out-structural,0.0
nonpositive_forward_transfer,A35-g1-corruption_family_leave_out-surface,0.0
nonpositive_forward_transfer,A35-g1-domain_leave_out-adversarial,0.0
nonpositive_forward_transfer,A35-g1-domain_leave_out-structural,0.0
nonpositive_forward_transfer,A35-g1-domain_leave_out-surface,0.0
nonpositive_forward_transfer,A35-g1-generator_leave_out-adversarial,0.0
nonpositive_forward_transfer,A35-g1-generator_leave_out-structural,0.0
nonpositive_forward_transfer,A35-g1-generator_leave_out-surface,0.0
nonpositive_forward_transfer,A35-g1-long_horizon_recurrence-adversarial,0.0
nonpositive_forward_transfer,A35-g1-long_horizon_recurrence-structural,0.0
nonpositive_forward_transfer,A35-g1-long_horizon_recurrence-surface,0.0
nonpositive_forward_transfer,A35-g1-policy_semantic_transfer-adversarial,0.0
nonpositive_forward_transfer,A35-g1-policy_semantic_transfer-structural,0.0
nonpositive_forward_transfer,A35-g1-policy_semantic_transfer-surface,0.0
nonpositive_forward_transfer,A35-g2-corruption_composition_leave_out-adversarial,0.0
nonpositive_forward_transfer,A35-g2-domain_leave_out-structural,-0.017243932538050122
nonpositive_forward_transfer,A35-g2-long_horizon_recurrence-adversarial,0.0
nonpositive_forward_transfer,A35-g2-policy_semantic_transfer-adversarial,0.0
nonpositive_forward_transfer,A35-g2-policy_semantic_transfer-surface,-0.00681854717754371
nonpositive_forward_transfer,A35-g3-corruption_composition_leave_out-adversarial,0.0
nonpositive_forward_transfer,A35-g3-corruption_family_leave_out-adversarial,0.0
nonpositive_forward_transfer,A35-g3-domain_leave_out-adversarial,0.0
nonpositive_forward_transfer,A35-g3-generator_leave_out-adversarial,0.0
nonpositive_forward_transfer,A35-g3-policy_semantic_transfer-adversarial,0.0
nonpositive_forward_transfer,A36-g1-corruption_composition_leave_out-adversarial,0.0
nonpositive_forward_transfer,A36-g1-corruption_composition_leave_out-structural,0.0
nonpositive_forward_transfer,A36-g1-corruption_composition_leave_out-surface,0.0
nonpositive_forward_transfer,A36-g1-corruption_family_leave_out-adversarial,0.0
nonpositive_forward_transfer,A36-g1-corruption_family_leave_out-structural,0.0
nonpositive_forward_transfer,A36-g1-corruption_family_leave_out-surface,0.0
nonpositive_forward_transfer,A36-g1-domain_leave_out-adversarial,0.0
nonpositive_forward_transfer,A36-g1-domain_leave_out-structural,0.0
nonpositive_forward_transfer,A36-g1-domain_leave_out-surface,0.0
nonpositive_forward_transfer,A36-g1-generator_leave_out-adversarial,0.0
nonpositive_forward_transfer,A36-g1-generator_leave_out-structural,0.0
nonpositive_forward_transfer,A36-g1-generator_leave_out-surface,0.0
nonpositive_forward_transfer,A36-g1-long_horizon_recurrence-adversarial,0.0
nonpositive_forward_transfer,A36-g1-long_horizon_recurrence-structural,0.0
nonpositive_forward_transfer,A36-g1-long_horizon_recurrence-surface,0.0
nonpositive_forward_transfer,A36-g1-policy_semantic_transfer-adversarial,0.0
nonpositive_forward_transfer,A36-g1-policy_semantic_transfer-structural,0.0
nonpositive_forward_transfer,A36-g1-policy_semantic_transfer-surface,0.0
nonpositive_forward_transfer,A36-g2-corruption_composition_leave_out-adversarial,0.0
nonpositive_forward_transfer,A36-g2-domain_leave_out-structural,-0.017243932538050122
nonpositive_forward_transfer,A36-g2-long_horizon_recurrence-adversarial,0.0
nonpositive_forward_transfer,A36-g2-policy_semantic_transfer-adversarial,0.0
nonpositive_forward_transfer,A36-g2-policy_semantic_transfer-surface,-0.00681854717754371
nonpositive_forward_transfer,A36-g3-corruption_composition_leave_out-adversarial,0.0
nonpositive_forward_transfer,A36-g3-corruption_family_leave_out-adversarial,0.0
nonpositive_forward_transfer,A36-g3-domain_leave_out-adversarial,0.0
nonpositive_forward_transfer,A36-g3-generator_leave_out-adversarial,0.0
nonpositive_forward_transfer,A36-g3-policy_semantic_transfer-adversarial,0.0
nonpositive_forward_transfer,A37-g1-corruption_composition_leave_out-adversarial,0.0
nonpositive_forward_transfer,A37-g1-corruption_composition_leave_out-structural,0.0
nonpositive_forward_transfer,A37-g1-corruption_composition_leave_out-surface,0.0
nonpositive_forward_transfer,A37-g1-corruption_family_leave_out-adversarial,0.0
nonpositive_forward_transfer,A37-g1-corruption_family_leave_out-structural,0.0
nonpositive_forward_transfer,A37-g1-corruption_family_leave_out-surface,0.0
nonpositive_forward_transfer,A37-g1-domain_leave_out-adversarial,0.0
nonpositive_forward_transfer,A37-g1-domain_leave_out-structural,0.0
nonpositive_forward_transfer,A37-g1-domain_leave_out-surface,0.0
nonpositive_forward_transfer,A37-g1-generator_leave_out-adversarial,0.0
nonpositive_forward_transfer,A37-g1-generator_leave_out-structural,0.0
nonpositive_forward_transfer,A37-g1-generator_leave_out-surface,0.0
nonpositive_forward_transfer,A37-g1-long_horizon_recurrence-adversarial,0.0
nonpositive_forward_transfer,A37-g1-long_horizon_recurrence-structural,0.0
nonpositive_forward_transfer,A37-g1-long_horizon_recurrence-surface,0.0
nonpositive_forward_transfer,A37-g1-policy_semantic_transfer-adversarial,0.0
nonpositive_forward_transfer,A37-g1-policy_semantic_transfer-structural,0.0
nonpositive_forward_transfer,A37-g1-policy_semantic_transfer-surface,0.0
nonpositive_forward_transfer,A37-g2-corruption_composition_leave_out-adversarial,0.0
nonpositive_forward_transfer,A37-g2-domain_leave_out-structural,-0.017243932538050122
nonpositive_forward_transfer,A37-g2-long_horizon_recurrence-adversarial,0.0
nonpositive_forward_transfer,A37-g2-policy_semantic_transfer-adversarial,0.0
nonpositive_forward_transfer,A37-g2-policy_semantic_transfer-surface,-0.00681854717754371
nonpositive_forward_transfer,A37-g3-corruption_composition_leave_out-adversarial,0.0
nonpositive_forward_transfer,A37-g3-corruption_family_leave_out-adversarial,0.0
nonpositive_forward_transfer,A37-g3-domain_leave_out-adversarial,0.0
nonpositive_forward_transfer,A37-g3-generator_leave_out-adversarial,0.0
nonpositive_forward_transfer,A37-g3-policy_semantic_transfer-adversarial,0.0
nonpositive_forward_transfer,A38-g1-corruption_composition_leave_out-adversarial,0.0
nonpositive_forward_transfer,A38-g1-corruption_composition_leave_out-structural,0.0
nonpositive_forward_transfer,A38-g1-corruption_composition_leave_out-surface,0.0
nonpositive_forward_transfer,A38-g1-corruption_family_leave_out-adversarial,0.0
nonpositive_forward_transfer,A38-g1-corruption_family_leave_out-structural,0.0
nonpositive_forward_transfer,A38-g1-corruption_family_leave_out-surface,0.0
nonpositive_forward_transfer,A38-g1-domain_leave_out-adversarial,0.0
nonpositive_forward_transfer,A38-g1-domain_leave_out-structural,0.0
nonpositive_forward_transfer,A38-g1-domain_leave_out-surface,0.0
nonpositive_forward_transfer,A38-g1-generator_leave_out-adversarial,0.0
nonpositive_forward_transfer,A38-g1-generator_leave_out-structural,0.0
nonpositive_forward_transfer,A38-g1-generator_leave_out-surface,0.0
nonpositive_forward_transfer,A38-g1-long_horizon_recurrence-adversarial,0.0
nonpositive_forward_transfer,A38-g1-long_horizon_recurrence-structural,0.0
nonpositive_forward_transfer,A38-g1-long_horizon_recurrence-surface,0.0
nonpositive_forward_transfer,A38-g1-policy_semantic_transfer-adversarial,0.0
nonpositive_forward_transfer,A38-g1-policy_semantic_transfer-structural,0.0
nonpositive_forward_transfer,A38-g1-policy_semantic_transfer-surface,0.0
nonpositive_forward_transfer,A38-g2-corruption_composition_leave_out-adversarial,0.0
nonpositive_forward_transfer,A38-g2-corruption_family_leave_out-surface,-0.03251193210902825
nonpositive_forward_transfer,A38-g2-domain_leave_out-structural,-0.007062114356231941
nonpositive_forward_transfer,A38-g2-long_horizon_recurrence-adversarial,0.0
nonpositive_forward_transfer,A38-g2-policy_semantic_transfer-adversarial,0.0
nonpositive_forward_transfer,A38-g2-policy_semantic_transfer-surface,-0.01176271641422677
nonpositive_forward_transfer,A38-g3-corruption_composition_leave_out-adversarial,0.0
nonpositive_forward_transfer,A38-g3-corruption_composition_leave_out-surface,-0.04657941595441595
nonpositive_forward_transfer,A38-g3-corruption_family_leave_out-adversarial,0.0
nonpositive_forward_transfer,A38-g3-domain_leave_out-adversarial,0.0
nonpositive_forward_transfer,A38-g3-generator_leave_out-adversarial,0.0
nonpositive_forward_transfer,A38-g3-policy_semantic_transfer-adversarial,0.0
nonpositive_forward_transfer,A39-g1-corruption_composition_leave_out-adversarial,0.0
nonpositive_forward_transfer,A39-g1-corruption_composition_leave_out-structural,0.0
nonpositive_forward_transfer,A39-g1-corruption_composition_leave_out-surface,0.0
nonpositive_forward_transfer,A39-g1-corruption_family_leave_out-adversarial,0.0
nonpositive_forward_transfer,A39-g1-corruption_family_leave_out-structural,0.0
nonpositive_forward_transfer,A39-g1-corruption_family_leave_out-surface,0.0
nonpositive_forward_transfer,A39-g1-domain_leave_out-adversarial,0.0
nonpositive_forward_transfer,A39-g1-domain_leave_out-structural,0.0
nonpositive_forward_transfer,A39-g1-domain_leave_out-surface,0.0
nonpositive_forward_transfer,A39-g1-generator_leave_out-adversarial,0.0
nonpositive_forward_transfer,A39-g1-generator_leave_out-structural,0.0
nonpositive_forward_transfer,A39-g1-generator_leave_out-surface,0.0
nonpositive_forward_transfer,A39-g1-long_horizon_recurrence-adversarial,0.0
nonpositive_forward_transfer,A39-g1-long_horizon_recurrence-structural,0.0
nonpositive_forward_transfer,A39-g1-long_horizon_recurrence-surface,0.0
nonpositive_forward_transfer,A39-g1-policy_semantic_transfer-adversarial,0.0
nonpositive_forward_transfer,A39-g1-policy_semantic_transfer-structural,0.0
nonpositive_forward_transfer,A39-g1-policy_semantic_transfer-surface,0.0
nonpositive_forward_transfer,A39-g2-corruption_composition_leave_out-adversarial,0.0
nonpositive_forward_transfer,A39-g2-corruption_family_leave_out-surface,-0.03251193210902825
nonpositive_forward_transfer,A39-g2-domain_leave_out-structural,-0.007062114356231941
nonpositive_forward_transfer,A39-g2-long_horizon_recurrence-adversarial,0.0
nonpositive_forward_transfer,A39-g2-policy_semantic_transfer-adversarial,0.0
nonpositive_forward_transfer,A39-g2-policy_semantic_transfer-surface,-0.01176271641422677
nonpositive_forward_transfer,A39-g3-corruption_composition_leave_out-adversarial,0.0
nonpositive_forward_transfer,A39-g3-corruption_composition_leave_out-surface,-0.04657941595441595
nonpositive_forward_transfer,A39-g3-corruption_family_leave_out-adversarial,0.0
nonpositive_forward_transfer,A39-g3-domain_leave_out-adversarial,0.0
nonpositive_forward_transfer,A39-g3-generator_leave_out-adversarial,0.0
nonpositive_forward_transfer,A39-g3-policy_semantic_transfer-adversarial,0.0
nonpositive_forward_transfer,A4-g1-corruption_composition_leave_out-adversarial,0.0
nonpositive_forward_transfer,A4-g1-corruption_composition_leave_out-structural,0.0
nonpositive_forward_transfer,A4-g1-corruption_composition_leave_out-surface,0.0
nonpositive_forward_transfer,A4-g1-corruption_family_leave_out-adversarial,0.0
nonpositive_forward_transfer,A4-g1-corruption_family_leave_out-structural,0.0
nonpositive_forward_transfer,A4-g1-corruption_family_leave_out-surface,0.0
nonpositive_forward_transfer,A4-g1-domain_leave_out-adversarial,0.0
nonpositive_forward_transfer,A4-g1-domain_leave_out-structural,0.0
nonpositive_forward_transfer,A4-g1-domain_leave_out-surface,0.0
nonpositive_forward_transfer,A4-g1-generator_leave_out-adversarial,0.0
nonpositive_forward_transfer,A4-g1-generator_leave_out-structural,0.0
nonpositive_forward_transfer,A4-g1-generator_leave_out-surface,0.0
nonpositive_forward_transfer,A4-g1-long_horizon_recurrence-adversarial,0.0
nonpositive_forward_transfer,A4-g1-long_horizon_recurrence-structural,0.0
nonpositive_forward_transfer,A4-g1-long_horizon_recurrence-surface,0.0
nonpositive_forward_transfer,A4-g1-policy_semantic_transfer-adversarial,0.0
nonpositive_forward_transfer,A4-g1-policy_semantic_transfer-structural,0.0
nonpositive_forward_transfer,A4-g1-policy_semantic_transfer-surface,0.0
